Date,Target,Source
12 January 1916,Herbert Mellows,The O'Rahilly
12 January 1916,J. O'Connor,The O'Rahilly
12 January 1916,The O'Rahilly,Thomas MacDonagh
12 January 1916,The O'Rahilly,Éamonn Ceannt
12 January 1916,Seán MacDiarmada,The O'Rahilly
12 January 1916,P.H. Pearse,The O'Rahilly
12 January 1916,Eimar O'Duffy,The O'Rahilly
12 January 1916,Frank McCabe,The O'Rahilly
12 January 1916,Herbert Mellows,Joseph Plunkett
12 January 1916,J. O'Connor,Joseph Plunkett
12 January 1916,Joseph Plunkett,Thomas MacDonagh
12 January 1916,Joseph Plunkett,Éamonn Ceannt
12 January 1916,Joseph Plunkett,Seán MacDiarmada
12 January 1916,Joseph Plunkett,P.H. Pearse
12 January 1916,Eimar O'Duffy,Joseph Plunkett
12 January 1916,Frank McCabe,Joseph Plunkett
12 January 1916,Herbert Mellows,J. O'Connor
12 January 1916,Herbert Mellows,Thomas MacDonagh
12 January 1916,Herbert Mellows,Éamonn Ceannt
12 January 1916,Herbert Mellows,Seán MacDiarmada
12 January 1916,Herbert Mellows,P.H. Pearse
12 January 1916,Eimar O'Duffy,Herbert Mellows
12 January 1916,Frank McCabe,Herbert Mellows
12 January 1916,J. O'Connor,Thomas MacDonagh
12 January 1916,J. O'Connor,Éamonn Ceannt
12 January 1916,J. O'Connor,Seán MacDiarmada
12 January 1916,J. O'Connor,P.H. Pearse
12 January 1916,Eimar O'Duffy,J. O'Connor
12 January 1916,Frank McCabe,J. O'Connor
12 January 1916,Thomas MacDonagh,Éamonn Ceannt
12 January 1916,Seán MacDiarmada,Thomas MacDonagh
12 January 1916,P.H. Pearse,Thomas MacDonagh
12 January 1916,Eimar O'Duffy,Thomas MacDonagh
12 January 1916,Frank McCabe,Thomas MacDonagh
12 January 1916,Seán MacDiarmada,Éamonn Ceannt
12 January 1916,P.H. Pearse,Éamonn Ceannt
12 January 1916,Eimar O'Duffy,Éamonn Ceannt
12 January 1916,Frank McCabe,Éamonn Ceannt
12 January 1916,P.H. Pearse,Seán MacDiarmada
12 January 1916,Eimar O'Duffy,Seán MacDiarmada
12 January 1916,Frank McCabe,Seán MacDiarmada
12 January 1916,Eimar O'Duffy,P.H. Pearse
12 January 1916,Frank McCabe,P.H. Pearse
12 January 1916,Eimar O'Duffy,Frank McCabe
13 January 1916,Seán T. O'Kelly,Tom Clarke
13 January 1916,Tom Clarke,Victor Collins
13 January 1916,Con Colbert,Tom Clarke
13 January 1916,Seán MacDiarmada,Tom Clarke
13 January 1916,J.J. Walsh,Patrick O'Keeffe
13 January 1916,Con Collins,J.J. Walsh
13 January 1916,Con Collins,Patrick O'Keeffe
13 January 1916,Frank Fahy,J.J. O'Connell
13 January 1916,Éamon De Valera,Éamonn Ceannt
13 January 1916,J.J. O'Connell,Éamon De Valera
13 January 1916,J.J. O'Connell,Éamonn Ceannt
14 January 1916,Joseph McGuinness,Tom Clarke
14 January 1916,E. O'Toole,Tom Clarke
14 January 1916,Alphonsus Keevlahan,Tom Clarke
14 January 1916,Alphonsus Keevlahan,E. O'Toole
14 January 1916,John R. Reynolds,Tom Clarke
14 January 1916,J.J. Buggy,Tom Clarke
14 January 1916,Seán T. O'Kelly,Tom Clarke
14 January 1916,J. O'Connor,Tom Clarke
14 January 1916,J.J. Buggy,Seán T. O'Kelly
14 January 1916,J. O'Connor,J.J. Buggy
14 January 1916,J. O'Connor,Seán T. O'Kelly
14 January 1916,J.J. O'Connell,The O'Rahilly
14 January 1916,The O'Rahilly,Thomas MacDonagh
14 January 1916,Joseph Duggan,The O'Rahilly
14 January 1916,J.J. O'Connell,Thomas MacDonagh
14 January 1916,J.J. O'Connell,Joseph Duggan
14 January 1916,Joseph Duggan,Thomas MacDonagh
14 January 1916,J.J. Walsh,M.W. O'Reilly
14 January 1916,Bulmer Hobson,Seán MacDiarmada
14 January 1916,Bulmer Hobson,The O'Rahilly
14 January 1916,Bulmer Hobson,J.J. O'Connell
14 January 1916,Bulmer Hobson,Thomas MacDonagh
14 January 1916,Bulmer Hobson,Patrick Ryan
14 January 1916,Bulmer Hobson,Joseph Plunkett
14 January 1916,Bulmer Hobson,Éamonn Ceannt
14 January 1916,Bulmer Hobson,Éamon De Valera
14 January 1916,Bulmer Hobson,Con Colbert
14 January 1916,Bulmer Hobson,Frank McCabe
14 January 1916,Bulmer Hobson,George Irvine
14 January 1916,Bulmer Hobson,J. O'Connor
14 January 1916,Seán MacDiarmada,The O'Rahilly
14 January 1916,J.J. O'Connell,Seán MacDiarmada
14 January 1916,Seán MacDiarmada,Thomas MacDonagh
14 January 1916,Patrick Ryan,Seán MacDiarmada
14 January 1916,Joseph Plunkett,Seán MacDiarmada
14 January 1916,Seán MacDiarmada,Éamonn Ceannt
14 January 1916,Seán MacDiarmada,Éamon De Valera
14 January 1916,Con Colbert,Seán MacDiarmada
14 January 1916,Frank McCabe,Seán MacDiarmada
14 January 1916,George Irvine,Seán MacDiarmada
14 January 1916,J. O'Connor,Seán MacDiarmada
14 January 1916,J.J. O'Connell,The O'Rahilly
14 January 1916,The O'Rahilly,Thomas MacDonagh
14 January 1916,Patrick Ryan,The O'Rahilly
14 January 1916,Joseph Plunkett,The O'Rahilly
14 January 1916,The O'Rahilly,Éamonn Ceannt
14 January 1916,The O'Rahilly,Éamon De Valera
14 January 1916,Con Colbert,The O'Rahilly
14 January 1916,Frank McCabe,The O'Rahilly
14 January 1916,George Irvine,The O'Rahilly
14 January 1916,J. O'Connor,The O'Rahilly
14 January 1916,J.J. O'Connell,Thomas MacDonagh
14 January 1916,J.J. O'Connell,Patrick Ryan
14 January 1916,J.J. O'Connell,Joseph Plunkett
14 January 1916,J.J. O'Connell,Éamonn Ceannt
14 January 1916,J.J. O'Connell,Éamon De Valera
14 January 1916,Con Colbert,J.J. O'Connell
14 January 1916,Frank McCabe,J.J. O'Connell
14 January 1916,George Irvine,J.J. O'Connell
14 January 1916,J. O'Connor,J.J. O'Connell
14 January 1916,Patrick Ryan,Thomas MacDonagh
14 January 1916,Joseph Plunkett,Thomas MacDonagh
14 January 1916,Thomas MacDonagh,Éamonn Ceannt
14 January 1916,Thomas MacDonagh,Éamon De Valera
14 January 1916,Con Colbert,Thomas MacDonagh
14 January 1916,Frank McCabe,Thomas MacDonagh
14 January 1916,George Irvine,Thomas MacDonagh
14 January 1916,J. O'Connor,Thomas MacDonagh
14 January 1916,Joseph Plunkett,Patrick Ryan
14 January 1916,Patrick Ryan,Éamonn Ceannt
14 January 1916,Patrick Ryan,Éamon De Valera
14 January 1916,Con Colbert,Patrick Ryan
14 January 1916,Frank McCabe,Patrick Ryan
14 January 1916,George Irvine,Patrick Ryan
14 January 1916,J. O'Connor,Patrick Ryan
14 January 1916,Joseph Plunkett,Éamonn Ceannt
14 January 1916,Joseph Plunkett,Éamon De Valera
14 January 1916,Con Colbert,Joseph Plunkett
14 January 1916,Frank McCabe,Joseph Plunkett
14 January 1916,George Irvine,Joseph Plunkett
14 January 1916,J. O'Connor,Joseph Plunkett
14 January 1916,Éamon De Valera,Éamonn Ceannt
14 January 1916,Con Colbert,Éamonn Ceannt
14 January 1916,Frank McCabe,Éamonn Ceannt
14 January 1916,George Irvine,Éamonn Ceannt
14 January 1916,J. O'Connor,Éamonn Ceannt
14 January 1916,Con Colbert,Éamon De Valera
14 January 1916,Frank McCabe,Éamon De Valera
14 January 1916,George Irvine,Éamon De Valera
14 January 1916,J. O'Connor,Éamon De Valera
14 January 1916,Con Colbert,Frank McCabe
14 January 1916,Con Colbert,George Irvine
14 January 1916,Con Colbert,J. O'Connor
14 January 1916,Frank McCabe,George Irvine
14 January 1916,Frank McCabe,J. O'Connor
14 January 1916,George Irvine,J. O'Connor
15 January 1916,Seán McGarry,Tom Clarke
15 January 1916,Edward Daly,Tom Clarke
15 January 1916,Ben Parsons,Tom Clarke
15 January 1916,Michael Foley,Tom Clarke
15 January 1916,Alphonsus Keevlahan,Tom Clarke
15 January 1916,E. O'Toole,Tom Clarke
15 January 1916,Ben Parsons,Edward Daly
15 January 1916,Edward Daly,Michael Foley
15 January 1916,Alphonsus Keevlahan,Edward Daly
15 January 1916,E. O'Toole,Edward Daly
15 January 1916,Ben Parsons,Michael Foley
15 January 1916,Alphonsus Keevlahan,Ben Parsons
15 January 1916,Ben Parsons,E. O'Toole
15 January 1916,Alphonsus Keevlahan,Michael Foley
15 January 1916,E. O'Toole,Michael Foley
15 January 1916,Alphonsus Keevlahan,E. O'Toole
15 January 1916,Thomas McCarthy,Tom Clarke
15 January 1916,J.J. Buggy,Tom Clarke
15 January 1916,The O'Rahilly,Tom Clarke
15 January 1916,John R. Reynolds,Tom Clarke
15 January 1916,John O'Sullivan,Tom Clarke
15 January 1916,J.J. Buggy,Thomas McCarthy
15 January 1916,The O'Rahilly,Thomas McCarthy
15 January 1916,John R. Reynolds,Thomas McCarthy
15 January 1916,John O'Sullivan,Thomas McCarthy
15 January 1916,J.J. Buggy,The O'Rahilly
15 January 1916,J.J. Buggy,John R. Reynolds
15 January 1916,J.J. Buggy,John O'Sullivan
15 January 1916,John R. Reynolds,The O'Rahilly
15 January 1916,John O'Sullivan,The O'Rahilly
15 January 1916,John O'Sullivan,John R. Reynolds
15 January 1916,Michael O'Hanrahan,Tom Clarke
15 January 1916,Frank McCabe,Tom Clarke
15 January 1916,Frank McCabe,Michael O'Hanrahan
15 January 1916,Charles Wyse Power,Tom Clarke
15 January 1916,John Neeson,Tom Clarke
15 January 1916,Charles Wyse Power,John Neeson
15 January 1916,Piaras Béaslaí,Tom Clarke
15 January 1916,Seán MacDiarmada,Tom Clarke
15 January 1916,Piaras Béaslaí,Seán MacDiarmada
15 January 1916,Tom Clarke,William O'Leary Curtis
15 January 1916,Bulmer Hobson,Michael O'Hanrahan
15 January 1916,Bulmer Hobson,The O'Rahilly
15 January 1916,Bulmer Hobson,J.J. O'Connell
15 January 1916,Bulmer Hobson,Herbert Mellows
15 January 1916,Bulmer Hobson,Joseph Duggan
15 January 1916,Michael O'Hanrahan,The O'Rahilly
15 January 1916,J.J. O'Connell,Michael O'Hanrahan
15 January 1916,Herbert Mellows,Michael O'Hanrahan
15 January 1916,Joseph Duggan,Michael O'Hanrahan
15 January 1916,J.J. O'Connell,The O'Rahilly
15 January 1916,Herbert Mellows,The O'Rahilly
15 January 1916,Joseph Duggan,The O'Rahilly
15 January 1916,Herbert Mellows,J.J. O'Connell
15 January 1916,J.J. O'Connell,Joseph Duggan
15 January 1916,Herbert Mellows,Joseph Duggan
15 January 1916,Patrick Ryan,Éamonn Ceannt
15 January 1916,Michael O'Hanrahan,Éamonn Ceannt
15 January 1916,J.J. O'Connell,Éamonn Ceannt
15 January 1916,Thomas MacDonagh,Éamonn Ceannt
15 January 1916,Éamon De Valera,Éamonn Ceannt
15 January 1916,Frank McCabe,Éamonn Ceannt
15 January 1916,Michael O'Hanrahan,Patrick Ryan
15 January 1916,J.J. O'Connell,Patrick Ryan
15 January 1916,Patrick Ryan,Thomas MacDonagh
15 January 1916,Patrick Ryan,Éamon De Valera
15 January 1916,Frank McCabe,Patrick Ryan
15 January 1916,J.J. O'Connell,Michael O'Hanrahan
15 January 1916,Michael O'Hanrahan,Thomas MacDonagh
15 January 1916,Michael O'Hanrahan,Éamon De Valera
15 January 1916,Frank McCabe,Michael O'Hanrahan
15 January 1916,J.J. O'Connell,Thomas MacDonagh
15 January 1916,J.J. O'Connell,Éamon De Valera
15 January 1916,Frank McCabe,J.J. O'Connell
15 January 1916,Thomas MacDonagh,Éamon De Valera
15 January 1916,Frank McCabe,Thomas MacDonagh
15 January 1916,Frank McCabe,Éamon De Valera
16 January 1916,Ben Parsons,Tom Clarke
16 January 1916,Patrick Hughes,Tom Clarke
16 January 1916,Eoin MacNeill,P.H. Pearse
16 January 1916,Eoin MacNeill,The O'Rahilly
16 January 1916,Eoin MacNeill,J.J. O'Connell
16 January 1916,Bulmer Hobson,Eoin MacNeill
16 January 1916,Eoin MacNeill,J. O'Connor
16 January 1916,Eoin MacNeill,John Fitzgibbon
16 January 1916,Eoin MacNeill,Joseph Plunkett
16 January 1916,Eoin MacNeill,Seán MacDiarmada
16 January 1916,Eoin MacNeill,Éamonn Ceannt
16 January 1916,Eoin MacNeill,Thomas MacDonagh
16 January 1916,Eoin MacNeill,Patrick Hughes
16 January 1916,Eoin MacNeill,Pierce McCann
16 January 1916,Eoin MacNeill,John O'Sullivan
16 January 1916,Eoin MacNeill,Michael O'Hanrahan
16 January 1916,Eoin MacNeill,Herbert Mellows
16 January 1916,Eoin MacNeill,Thomas McCarthy
16 January 1916,P.H. Pearse,The O'Rahilly
16 January 1916,J.J. O'Connell,P.H. Pearse
16 January 1916,Bulmer Hobson,P.H. Pearse
16 January 1916,J. O'Connor,P.H. Pearse
16 January 1916,John Fitzgibbon,P.H. Pearse
16 January 1916,Joseph Plunkett,P.H. Pearse
16 January 1916,P.H. Pearse,Seán MacDiarmada
16 January 1916,P.H. Pearse,Éamonn Ceannt
16 January 1916,P.H. Pearse,Thomas MacDonagh
16 January 1916,P.H. Pearse,Patrick Hughes
16 January 1916,P.H. Pearse,Pierce McCann
16 January 1916,John O'Sullivan,P.H. Pearse
16 January 1916,Michael O'Hanrahan,P.H. Pearse
16 January 1916,Herbert Mellows,P.H. Pearse
16 January 1916,P.H. Pearse,Thomas McCarthy
16 January 1916,J.J. O'Connell,The O'Rahilly
16 January 1916,Bulmer Hobson,The O'Rahilly
16 January 1916,J. O'Connor,The O'Rahilly
16 January 1916,John Fitzgibbon,The O'Rahilly
16 January 1916,Joseph Plunkett,The O'Rahilly
16 January 1916,Seán MacDiarmada,The O'Rahilly
16 January 1916,The O'Rahilly,Éamonn Ceannt
16 January 1916,The O'Rahilly,Thomas MacDonagh
16 January 1916,Patrick Hughes,The O'Rahilly
16 January 1916,Pierce McCann,The O'Rahilly
16 January 1916,John O'Sullivan,The O'Rahilly
16 January 1916,Michael O'Hanrahan,The O'Rahilly
16 January 1916,Herbert Mellows,The O'Rahilly
16 January 1916,The O'Rahilly,Thomas McCarthy
16 January 1916,Bulmer Hobson,J.J. O'Connell
16 January 1916,J. O'Connor,J.J. O'Connell
16 January 1916,J.J. O'Connell,John Fitzgibbon
16 January 1916,J.J. O'Connell,Joseph Plunkett
16 January 1916,J.J. O'Connell,Seán MacDiarmada
16 January 1916,J.J. O'Connell,Éamonn Ceannt
16 January 1916,J.J. O'Connell,Thomas MacDonagh
16 January 1916,J.J. O'Connell,Patrick Hughes
16 January 1916,J.J. O'Connell,Pierce McCann
16 January 1916,J.J. O'Connell,John O'Sullivan
16 January 1916,J.J. O'Connell,Michael O'Hanrahan
16 January 1916,Herbert Mellows,J.J. O'Connell
16 January 1916,J.J. O'Connell,Thomas McCarthy
16 January 1916,Bulmer Hobson,J. O'Connor
16 January 1916,Bulmer Hobson,John Fitzgibbon
16 January 1916,Bulmer Hobson,Joseph Plunkett
16 January 1916,Bulmer Hobson,Seán MacDiarmada
16 January 1916,Bulmer Hobson,Éamonn Ceannt
16 January 1916,Bulmer Hobson,Thomas MacDonagh
16 January 1916,Bulmer Hobson,Patrick Hughes
16 January 1916,Bulmer Hobson,Pierce McCann
16 January 1916,Bulmer Hobson,John O'Sullivan
16 January 1916,Bulmer Hobson,Michael O'Hanrahan
16 January 1916,Bulmer Hobson,Herbert Mellows
16 January 1916,Bulmer Hobson,Thomas McCarthy
16 January 1916,J. O'Connor,John Fitzgibbon
16 January 1916,J. O'Connor,Joseph Plunkett
16 January 1916,J. O'Connor,Seán MacDiarmada
16 January 1916,J. O'Connor,Éamonn Ceannt
16 January 1916,J. O'Connor,Thomas MacDonagh
16 January 1916,J. O'Connor,Patrick Hughes
16 January 1916,J. O'Connor,Pierce McCann
16 January 1916,J. O'Connor,John O'Sullivan
16 January 1916,J. O'Connor,Michael O'Hanrahan
16 January 1916,Herbert Mellows,J. O'Connor
16 January 1916,J. O'Connor,Thomas McCarthy
16 January 1916,John Fitzgibbon,Joseph Plunkett
16 January 1916,John Fitzgibbon,Seán MacDiarmada
16 January 1916,John Fitzgibbon,Éamonn Ceannt
16 January 1916,John Fitzgibbon,Thomas MacDonagh
16 January 1916,John Fitzgibbon,Patrick Hughes
16 January 1916,John Fitzgibbon,Pierce McCann
16 January 1916,John Fitzgibbon,John O'Sullivan
16 January 1916,John Fitzgibbon,Michael O'Hanrahan
16 January 1916,Herbert Mellows,John Fitzgibbon
16 January 1916,John Fitzgibbon,Thomas McCarthy
16 January 1916,Joseph Plunkett,Seán MacDiarmada
16 January 1916,Joseph Plunkett,Éamonn Ceannt
16 January 1916,Joseph Plunkett,Thomas MacDonagh
16 January 1916,Joseph Plunkett,Patrick Hughes
16 January 1916,Joseph Plunkett,Pierce McCann
16 January 1916,John O'Sullivan,Joseph Plunkett
16 January 1916,Joseph Plunkett,Michael O'Hanrahan
16 January 1916,Herbert Mellows,Joseph Plunkett
16 January 1916,Joseph Plunkett,Thomas McCarthy
16 January 1916,Seán MacDiarmada,Éamonn Ceannt
16 January 1916,Seán MacDiarmada,Thomas MacDonagh
16 January 1916,Patrick Hughes,Seán MacDiarmada
16 January 1916,Pierce McCann,Seán MacDiarmada
16 January 1916,John O'Sullivan,Seán MacDiarmada
16 January 1916,Michael O'Hanrahan,Seán MacDiarmada
16 January 1916,Herbert Mellows,Seán MacDiarmada
16 January 1916,Seán MacDiarmada,Thomas McCarthy
16 January 1916,Thomas MacDonagh,Éamonn Ceannt
16 January 1916,Patrick Hughes,Éamonn Ceannt
16 January 1916,Pierce McCann,Éamonn Ceannt
16 January 1916,John O'Sullivan,Éamonn Ceannt
16 January 1916,Michael O'Hanrahan,Éamonn Ceannt
16 January 1916,Herbert Mellows,Éamonn Ceannt
16 January 1916,Thomas McCarthy,Éamonn Ceannt
16 January 1916,Patrick Hughes,Thomas MacDonagh
16 January 1916,Pierce McCann,Thomas MacDonagh
16 January 1916,John O'Sullivan,Thomas MacDonagh
16 January 1916,Michael O'Hanrahan,Thomas MacDonagh
16 January 1916,Herbert Mellows,Thomas MacDonagh
16 January 1916,Thomas MacDonagh,Thomas McCarthy
16 January 1916,Patrick Hughes,Pierce McCann
16 January 1916,John O'Sullivan,Patrick Hughes
16 January 1916,Michael O'Hanrahan,Patrick Hughes
16 January 1916,Herbert Mellows,Patrick Hughes
16 January 1916,Patrick Hughes,Thomas McCarthy
16 January 1916,John O'Sullivan,Pierce McCann
16 January 1916,Michael O'Hanrahan,Pierce McCann
16 January 1916,Herbert Mellows,Pierce McCann
16 January 1916,Pierce McCann,Thomas McCarthy
16 January 1916,John O'Sullivan,Michael O'Hanrahan
16 January 1916,Herbert Mellows,John O'Sullivan
16 January 1916,John O'Sullivan,Thomas McCarthy
16 January 1916,Herbert Mellows,Michael O'Hanrahan
16 January 1916,Michael O'Hanrahan,Thomas McCarthy
16 January 1916,Herbert Mellows,Thomas McCarthy
16 January 1916,Edward Daly,Frank Fahy
16 January 1916,Edward Daly,Joseph McGuinness
16 January 1916,Edward Daly,Gerald Griffin
16 January 1916,Edward Daly,Irish Volunteers
16 January 1916,Frank Fahy,Joseph McGuinness
16 January 1916,Frank Fahy,Gerald Griffin
16 January 1916,Frank Fahy,Irish Volunteers
16 January 1916,Gerald Griffin,Joseph McGuinness
16 January 1916,Irish Volunteers,Joseph McGuinness
16 January 1916,Gerald Griffin,Irish Volunteers
17 January 1916,Seán McGarry,Tom Clarke
17 January 1916,John O'Hurley,Tom Clarke
17 January 1916,Seán Milroy,Tom Clarke
17 January 1916,Cathal Kickham,Tom Clarke
17 January 1916,Joseph Duggan,Tom Clarke
17 January 1916,Frank McCabe,Tom Clarke
17 January 1916,Michael O'Hanrahan,Tom Clarke
17 January 1916,Cathal Kickham,Joseph Duggan
17 January 1916,Cathal Kickham,Frank McCabe
17 January 1916,Cathal Kickham,Michael O'Hanrahan
17 January 1916,Frank McCabe,Joseph Duggan
17 January 1916,Joseph Duggan,Michael O'Hanrahan
17 January 1916,Frank McCabe,Michael O'Hanrahan
17 January 1916,John O'Sullivan,Thomas McCarthy
17 January 1916,Michael O'Hanrahan,Éamon De Valera
17 January 1916,Thomas MacDonagh,Éamon De Valera
17 January 1916,J.J. O'Connell,Éamon De Valera
17 January 1916,Michael O'Hanrahan,Thomas MacDonagh
17 January 1916,J.J. O'Connell,Michael O'Hanrahan
17 January 1916,J.J. O'Connell,Thomas MacDonagh
17 January 1916,Eoin MacNeill,The O'Rahilly
17 January 1916,Eoin MacNeill,J. O'Connor
17 January 1916,Eoin MacNeill,Seán Milroy
17 January 1916,Bulmer Hobson,Eoin MacNeill
17 January 1916,Eimar O'Duffy,Eoin MacNeill
17 January 1916,Eoin MacNeill,Francis Sheehy-Skeffington
17 January 1916,Eoin MacNeill,John O'Hurley
17 January 1916,Eoin MacNeill,Piaras Béaslaí
17 January 1916,Eoin MacNeill,Patrick Thomas Daly
17 January 1916,Ben Parsons,Eoin MacNeill
17 January 1916,Eoin MacNeill,Hugh O'Hehir
17 January 1916,Eoin MacNeill,Michael Lynch
17 January 1916,Eoin MacNeill,Thomas McCarthy
17 January 1916,Eoin MacNeill,Seán T. O'Kelly
17 January 1916,Eoin MacNeill,John O'Sullivan
17 January 1916,Eoin MacNeill,Thomas Farren
17 January 1916,Eoin MacNeill,Michael Foley
17 January 1916,Eoin MacNeill,T.S. Cuffe
17 January 1916,Eoin MacNeill,Seán MacDiarmada
17 January 1916,Eoin MacNeill,Thomas Kelly
17 January 1916,J. O'Connor,The O'Rahilly
17 January 1916,Seán Milroy,The O'Rahilly
17 January 1916,Bulmer Hobson,The O'Rahilly
17 January 1916,Eimar O'Duffy,The O'Rahilly
17 January 1916,Francis Sheehy-Skeffington,The O'Rahilly
17 January 1916,John O'Hurley,The O'Rahilly
17 January 1916,Piaras Béaslaí,The O'Rahilly
17 January 1916,Patrick Thomas Daly,The O'Rahilly
17 January 1916,Ben Parsons,The O'Rahilly
17 January 1916,Hugh O'Hehir,The O'Rahilly
17 January 1916,Michael Lynch,The O'Rahilly
17 January 1916,The O'Rahilly,Thomas McCarthy
17 January 1916,Seán T. O'Kelly,The O'Rahilly
17 January 1916,John O'Sullivan,The O'Rahilly
17 January 1916,The O'Rahilly,Thomas Farren
17 January 1916,Michael Foley,The O'Rahilly
17 January 1916,T.S. Cuffe,The O'Rahilly
17 January 1916,Seán MacDiarmada,The O'Rahilly
17 January 1916,The O'Rahilly,Thomas Kelly
17 January 1916,J. O'Connor,Seán Milroy
17 January 1916,Bulmer Hobson,J. O'Connor
17 January 1916,Eimar O'Duffy,J. O'Connor
17 January 1916,Francis Sheehy-Skeffington,J. O'Connor
17 January 1916,J. O'Connor,John O'Hurley
17 January 1916,J. O'Connor,Piaras Béaslaí
17 January 1916,J. O'Connor,Patrick Thomas Daly
17 January 1916,Ben Parsons,J. O'Connor
17 January 1916,Hugh O'Hehir,J. O'Connor
17 January 1916,J. O'Connor,Michael Lynch
17 January 1916,J. O'Connor,Thomas McCarthy
17 January 1916,J. O'Connor,Seán T. O'Kelly
17 January 1916,J. O'Connor,John O'Sullivan
17 January 1916,J. O'Connor,Thomas Farren
